symbol,name,master_exchange,sector,industry,price_proxy,previous_close,share_volume,market_cap,one_yr_target,url,json_path,barchart_url,barchart_fetch_ok,barchart_fetch_round,barchart_fetch_error,barchart_implied_volatility,barchart_historical_volatility,barchart_iv_percentile,barchart_iv_rank,barchart_iv_high,barchart_iv_low,barchart_expected_move,barchart_missing_fields,stage1_step4_implied_volatility,stage1_step4_min_implied_volatility,stage1_step4_verdict,stage1_step4_fail_reason
NNE,Nano Nuclear Energy Inc.,NASDAQ,Utilities,Electric Utilities: Central,25.08,25.08,2138422.0,1392186449.0,45.5,https://api.nasdaq.com/api/quote/NNE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NNE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NNE/overview,TRUE,0,,96.27,115.14,58.0,38.81,132.6,73.22,,,96.27,75.0,PASS,
NRIX,"Nurix Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,17.53,17.53,1053817.0,1809601728.0,30.0,https://api.nasdaq.com/api/quote/NRIX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NRIX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NRIX/overview,TRUE,0,,129.66,43.84,62.0,22.26,325.58,73.56,,,129.66,75.0,PASS,
NTLA,"Intellia Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,12.37,12.37,3198935.0,1760500690.0,18.0,https://api.nasdaq.com/api/quote/NTLA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NTLA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NTLA/overview,TRUE,0,,83.03,82.9,31.0,14.45,154.61,70.94,,,83.03,75.0,PASS,
NTSK,Netskope Inc,NASDAQ,Technology,Computer Software: Prepackaged Software,11.57,11.57,3058316.0,4703693119.0,17.0,https://api.nasdaq.com/api/quote/NTSK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NTSK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NTSK/overview,TRUE,0,,97.29,48.17,93.0,75.46,108.62,62.45,,,97.29,75.0,PASS,
NVTS,Navitas Semiconductor Corp,NASDAQ,Technology,Semiconductors,24.38,24.38,51184372.0,6836110106.0,12.5,https://api.nasdaq.com/api/quote/NVTS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NVTS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NVTS/overview,TRUE,0,,145.92,161.41,95.0,58.47,196.43,74.8,,,145.92,75.0,PASS,
OLMA,"Olema Pharmaceuticals, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,14.06,14.06,1067401.0,1194913403.0,40.0,https://api.nasdaq.com/api/quote/OLMA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OLMA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OLMA/overview,TRUE,0,,137.94,44.18,55.0,26.9,416.48,35.47,,,137.94,75.0,PASS,
OUST,"Ouster, Inc.",NASDAQ,Industrials,Industrial Machinery/Components,35.09,35.09,5490752.0,2349964200.0,40.0,https://api.nasdaq.com/api/quote/OUST/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OUST/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OUST/overview,TRUE,0,,112.23,115.49,73.0,59.76,136.9,75.59,,,112.23,75.0,PASS,
PCT,"PureCycle Technologies, Inc.",NASDAQ,Industrials,Major Chemicals,11.33,11.33,3915233.0,2047375386.0,14.0,https://api.nasdaq.com/api/quote/PCT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PCT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PCT/overview,TRUE,0,,94.79,86.7,63.0,61.05,125.37,46.85,,,94.79,75.0,PASS,
PENG,"Penguin Solutions, Inc.",NASDAQ,Technology,Semiconductors,48.81,48.81,3178030.0,2700274901.0,33.0,https://api.nasdaq.com/api/quote/PENG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PENG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PENG/overview,TRUE,0,,106.78,72.84,99.0,98.41,107.86,39.8,,,106.78,75.0,PASS,
PGY,Pagaya Technologies Ltd.,NASDAQ,Finance,Finance: Consumer Services,13.08,13.08,3815149.0,1083298340.0,27.0,https://api.nasdaq.com/api/quote/PGY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PGY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PGY/overview,TRUE,0,,76.0,65.68,15.0,33.99,117.25,54.77,,,76.0,75.0,PASS,
POET,POET TECHNOLOGIES INC.,NASDAQ,Technology,Semiconductors,14.82,14.82,33765995.0,2230717682.0,7.3,https://api.nasdaq.com/api/quote/POET/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/POET/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/POET/overview,TRUE,0,,146.94,290.73,93.0,66.06,198.72,46.16,,,146.94,75.0,PASS,
PPTA,PERPETUA RESOURCES CORP.,NASDAQ,Basic Materials,Precious Metals,26.72,26.72,2736902.0,3167392816.0,39.8,https://api.nasdaq.com/api/quote/PPTA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PPTA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PPTA/overview,TRUE,0,,76.51,80.2,39.0,28.91,114.18,61.19,,,76.51,75.0,PASS,
PTRN,Pattern Group Inc.,NASDAQ,Consumer Discretionary,Catalog/Specialty Distribution,17.61,17.61,1379389.0,3222500069.0,23.0,https://api.nasdaq.com/api/quote/PTRN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PTRN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PTRN/overview,TRUE,0,,90.44,60.45,26.0,29.82,146.75,66.52,,,90.44,75.0,PASS,
QUBT,Quantum Computing Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software,11.41,11.41,68053944.0,2776335690.0,18.0,https://api.nasdaq.com/api/quote/QUBT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/QUBT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/QUBT/overview,TRUE,0,,108.51,114.89,72.0,43.31,152.99,74.54,,,108.51,75.0,PASS,
RGTI,"Rigetti Computing, Inc.",NASDAQ,Technology,EDP Services,22.04,22.04,204233244.0,8781976481.0,30.5,https://api.nasdaq.com/api/quote/RGTI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RGTI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RGTI/overview,TRUE,0,,122.93,127.11,87.0,51.47,168.74,74.35,,,122.93,75.0,PASS,
RIOT,"Riot Platforms, Inc.",NASDAQ,Finance,Finance: Consumer Services,24.47,24.47,11155160.0,9252669929.0,25.0,https://api.nasdaq.com/api/quote/RIOT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RIOT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RIOT/overview,TRUE,0,,84.03,79.03,48.0,34.36,118.13,66.18,,,84.03,75.0,PASS,
RLAY,"Relay Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),13.66,13.66,5355400.0,2592160812.0,21.5,https://api.nasdaq.com/api/quote/RLAY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RLAY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RLAY/overview,TRUE,0,,95.45,66.25,3.0,3.42,759.75,71.91,,,95.45,75.0,PASS,
RUN,Sunrun Inc.,NASDAQ,Miscellaneous,Industrial Machinery/Components,14.445,14.445,5841028.0,3487590576.0,20.0,https://api.nasdaq.com/api/quote/RUN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/RUN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/RUN/overview,TRUE,0,,86.92,64.01,43.0,25.4,162.47,61.2,,,86.92,75.0,PASS,
SAIL,"SailPoint, Inc.",NASDAQ,Technology,Computer Software: Prepackaged Software,15.01,15.01,2693380.0,8933755745.0,18.0,https://api.nasdaq.com/api/quote/SAIL/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/SAIL/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/SAIL/overview,TRUE,0,,83.45,59.33,96.0,82.64,93.17,37.17,,,83.45,75.0,PASS,
SEDG,"SOLAREDGE TECHNOLOGIES, INC.",NASDAQ,Technology,Semiconductors,63.0,63.0,4079940.0,3767687614.0,36.0,https://api.nasdaq.com/api/quote/SEDG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/SEDG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/SEDG/overview,TRUE,0,,111.03,116.75,82.0,72.83,127.25,67.54,,,111.03,75.0,PASS,
SGML,Sigma Lithium Corp,NASDAQ,Basic Materials,Metal Mining,15.55,15.55,8748127.0,1657676328.0,21.25,https://api.nasdaq.com/api/quote/SGML/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/SGML/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/SGML/overview,TRUE,0,,116.04,99.14,61.0,57.06,146.75,75.22,,,116.04,75.0,PASS,
SMCI,"Super Micro Computer, Inc.",NASDAQ,Technology,Computer Manufacturing,33.46,33.46,39440985.0,21398469590.0,34.0,https://api.nasdaq.com/api/quote/SMCI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/SMCI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/SMCI/overview,TRUE,0,,76.05,89.17,62.0,42.18,109.04,51.99,,,76.05,75.0,PASS,
SMMT,Summit Therapeutics Inc.,NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,17.47,17.47,6891172.0,12899823160.0,33.0,https://api.nasdaq.com/api/quote/SMMT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/SMMT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/SMMT/overview,TRUE,0,,156.49,116.64,98.0,78.72,183.25,57.51,,,156.49,75.0,PASS,
TNGX,"Tango Therapeutics, Inc.",NASDAQ,Health Care,Biotechnology: Pharmaceutical Preparations,21.62,21.62,1651476.0,2927675156.0,30.0,https://api.nasdaq.com/api/quote/TNGX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/TNGX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/TNGX/overview,TRUE,0,,118.41,97.4,7.0,16.95,538.02,32.8,,,118.41,75.0,PASS,
USAR,"USA Rare Earth, Inc.",NASDAQ,Basic Materials,Metal Mining,24.29,24.29,18253936.0,5642794760.0,35.0,https://api.nasdaq.com/api/quote/USAR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/USAR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/USAR/overview,TRUE,0,,105.2,109.17,35.0,15.91,190.34,89.09,,,105.2,75.0,PASS,
VIAV,VIAVI SOLUTIONS INC.,NASDAQ,Technology,Semiconductors,48.98,48.98,4588740.0,11580778644.0,65.0,https://api.nasdaq.com/api/quote/VIAV/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/VIAV/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/VIAV/overview,TRUE,0,,88.77,68.65,90.0,69.65,115.13,28.28,,,88.77,75.0,PASS,
VRDN,"Viridian Therapeutics, Inc.\DE",NASDAQ,Health Care,Medical Specialities,17.69,17.69,2799319.0,1777008518.0,34.5,https://api.nasdaq.com/api/quote/VRDN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/VRDN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/VRDN/overview,TRUE,0,,114.72,96.57,72.0,38.52,214.65,52.12,,,114.72,75.0,PASS,
VSAT,VIASAT INC,NASDAQ,Technology,Radio And Television Broadcasting And Communications Equipment,70.76,70.76,2301035.0,10127589259.0,54.5,https://api.nasdaq.com/api/quote/VSAT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/VSAT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/VSAT/overview,TRUE,0,,93.53,59.95,88.0,59.89,111.42,66.81,,,93.53,75.0,PASS,
WGS,GeneDx Holdings Corp.,NASDAQ,Technology,Retail: Computer Software & Peripheral Equipment,47.33,47.33,1089442.0,1404540557.0,75.0,https://api.nasdaq.com/api/quote/WGS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/WGS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/WGS/overview,TRUE,0,,76.21,208.58,52.0,28.31,133.95,53.41,,,76.21,75.0,PASS,
WIX,Wix.com Ltd.,NASDAQ,Technology,"Computer Software: Programming, Data Processing",55.24,55.24,1866982.0,2927974025.0,85.5,https://api.nasdaq.com/api/quote/WIX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/WIX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/WIX/overview,TRUE,0,,78.61,112.24,86.0,75.15,93.04,34.98,,,78.61,75.0,PASS,
WULF,TERAWULF INC.,NASDAQ,Technology,EDP Services,22.92,22.92,20787625.0,11308054959.0,30.0,https://api.nasdaq.com/api/quote/WULF/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/WULF/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/WULF/overview,TRUE,0,,88.37,74.26,8.0,10.54,163.28,79.55,,,88.37,75.0,PASS,
WYFI,"WhiteFiber, Inc.",NASDAQ,Finance,Finance: Consumer Services,29.55,29.55,1805681.0,1165763181.0,33.5,https://api.nasdaq.com/api/quote/WYFI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/WYFI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/WYFI/overview,TRUE,0,,142.93,128.64,88.0,61.75,168.1,102.29,,,142.93,75.0,PASS,
XE,"X-Energy, Inc.",NASDAQ,Industrials,Metal Fabrications,29.0,29.0,2874397.0,11193441711.0,38.0,https://api.nasdaq.com/api/quote/XE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/XE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/XE/overview,TRUE,2,,107.5,,16.0,11.31,130.53,104.56,,barchart_historical_volatility,107.5,75.0,PASS,
XNDU,Xanadu Quantum Technologies Ltd,NASDAQ,Technology,Computer Manufacturing,14.45,14.45,8401995.0,4531402506.0,44.0,https://api.nasdaq.com/api/quote/XNDU/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/XNDU/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/XNDU/overview,TRUE,2,,142.9,388.95,0.0,0.0,274.04,142.9,,"barchart_iv_percentile,barchart_iv_rank",142.9,75.0,PASS,
AEO,AMERICAN EAGLE OUTFITTERS INC,NYSE,Consumer Discretionary,Clothing/Shoe/Accessory Stores,16.55,16.55,3580139.0,2769182729.0,22.0,https://api.nasdaq.com/api/quote/AEO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/AEO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/AEO/overview,TRUE,0,,77.02,48.31,81.0,29.43,154.03,44.9,,,77.02,75.0,PASS,
AKR,ACADIA REALTY TRUST,NYSE,Real Estate,Real Estate Investment Trusts,21.82,21.82,1339703.0,2932036416.0,23.0,https://api.nasdaq.com/api/quote/AKR/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/AKR/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/AKR/overview,TRUE,0,,80.65,17.89,31.0,36.56,183.46,21.41,,,80.65,75.0,PASS,
AMPX,"Amprius Technologies, Inc.",NYSE,Miscellaneous,Industrial Machinery/Components,15.3,15.3,7423540.0,2270283535.0,22.0,https://api.nasdaq.com/api/quote/AMPX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/AMPX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/AMPX/overview,TRUE,0,,89.88,118.93,10.0,14.49,133.06,82.56,,,89.88,75.0,PASS,
AVEX,AEVEX Corp.,NYSE,Industrials,Aerospace,26.72,26.72,1092484.0,3058598394.0,34.0,https://api.nasdaq.com/api/quote/AVEX/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/AVEX/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/AVEX/overview,TRUE,2,,104.31,,9.0,2.89,126.91,103.64,,barchart_historical_volatility,104.31,75.0,PASS,
BETA,"BETA Technologies, Inc.",NYSE,Industrials,Aerospace,15.97,15.97,2080524.0,3867470878.0,33.0,https://api.nasdaq.com/api/quote/BETA/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BETA/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BETA/overview,TRUE,0,,96.8,72.27,79.0,76.49,106.62,64.85,,,96.8,75.0,PASS,
BKKT,"Bakkt, Inc.",NYSE,Finance,Finance: Consumer Services,12.32,12.32,3406235.0,1553445087.0,20.0,https://api.nasdaq.com/api/quote/BKKT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BKKT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BKKT/overview,TRUE,0,,124.0,109.24,47.0,33.25,201.01,85.64,,,124.0,75.0,PASS,
BKSY,BlackSky Technology Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,44.65,44.65,2048128.0,1776409075.0,35.5,https://api.nasdaq.com/api/quote/BKSY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BKSY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BKSY/overview,TRUE,0,,126.5,133.78,86.0,68.18,153.38,68.89,,,126.5,75.0,PASS,
BW,"Babcock & Wilcox Enterprises, Inc.",NYSE,Industrials,Building Products,20.54,20.54,3254261.0,2593486019.0,23.0,https://api.nasdaq.com/api/quote/BW/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/BW/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/BW/overview,TRUE,2,,101.49,112.31,0.0,0.0,334.96,101.49,,"barchart_iv_percentile,barchart_iv_rank",101.49,75.0,PASS,
CUZ,COUSINS PROPERTIES INC,NYSE,Real Estate,Real Estate Investment Trusts,26.42,26.42,1260637.0,4360318825.0,28.0,https://api.nasdaq.com/api/quote/CUZ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/CUZ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/CUZ/overview,TRUE,0,,95.86,23.53,61.0,47.84,168.16,29.57,,,95.86,75.0,PASS,
ESTC,Elastic N.V.,NYSE,Technology,Computer Software: Prepackaged Software,53.84,53.84,1375740.0,5672890248.0,75.5,https://api.nasdaq.com/api/quote/ESTC/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/ESTC/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/ESTC/overview,TRUE,0,,86.54,47.7,94.0,76.79,102.93,32.32,,,86.54,75.0,PASS,
FIG,"Figma, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,21.59,21.59,16884706.0,11999431973.0,36.5,https://api.nasdaq.com/api/quote/FIG/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/FIG/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/FIG/overview,TRUE,0,,82.94,80.81,50.0,35.04,145.44,49.23,,,82.94,75.0,PASS,
FPS,"Forgent Power Solutions, Inc.",NYSE,Energy,Industrial Machinery/Components,48.52,48.52,3470901.0,14582143783.0,56.0,https://api.nasdaq.com/api/quote/FPS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/FPS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/FPS/overview,TRUE,0,,77.16,65.96,18.0,16.24,109.76,70.84,,,77.16,75.0,PASS,
GPGI,"GPGI, Inc.",NYSE,Finance,Finance: Consumer Services,11.96,11.96,1917248.0,3600074030.0,25.0,https://api.nasdaq.com/api/quote/GPGI/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/GPGI/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/GPGI/overview,TRUE,0,,75.18,101.94,66.0,44.3,110.81,46.84,,,75.18,75.0,PASS,
IE,Ivanhoe Electric Inc.,NYSE,Basic Materials,Metal Mining,12.26,12.26,1356377.0,1867840797.0,21.0,https://api.nasdaq.com/api/quote/IE/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/IE/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/IE/overview,TRUE,0,,78.59,75.71,46.0,46.46,113.26,48.5,,,78.59,75.0,PASS,
INFQ,"Infleqtion, Inc.",NYSE,Technology,EDP Services,14.7,14.7,65626226.0,3567519168.0,21.0,https://api.nasdaq.com/api/quote/INFQ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/INFQ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/INFQ/overview,TRUE,0,,129.9,129.64,91.0,47.34,167.84,95.79,,,129.9,75.0,PASS,
IONQ,"IonQ, Inc.",NYSE,Technology,EDP Services,58.89,58.89,52650276.0,23754899491.0,65.0,https://api.nasdaq.com/api/quote/IONQ/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/IONQ/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/IONQ/overview,TRUE,0,,107.23,113.11,83.0,59.5,133.43,68.72,,,107.23,75.0,PASS,
IOT,Samsara Inc.,NYSE,Technology,EDP Services,30.15,30.15,3354324.0,18151419054.0,42.0,https://api.nasdaq.com/api/quote/IOT/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/IOT/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/IOT/overview,TRUE,0,,85.02,53.96,91.0,90.09,90.43,35.9,,,85.02,75.0,PASS,
JOBY,"Joby Aviation, Inc.",NYSE,Industrials,Aerospace,10.4,10.4,36013439.0,10741379944.0,10.25,https://api.nasdaq.com/api/quote/JOBY/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/JOBY/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/JOBY/overview,TRUE,0,,76.39,78.37,31.0,24.13,114.16,64.38,,,76.39,75.0,PASS,
KRMN,Karman Holdings Inc.,NYSE,Industrials,Military/Government/Technical,65.3,65.3,1846261.0,8494935766.0,107.0,https://api.nasdaq.com/api/quote/KRMN/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/KRMN/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/KRMN/overview,TRUE,0,,77.59,64.57,71.0,44.95,106.28,54.17,,,77.59,75.0,PASS,
KSS,KOHLS Corp,NYSE,Consumer Discretionary,Department/Specialty Retail Stores,12.7,12.7,5188392.0,1466026152.0,15.0,https://api.nasdaq.com/api/quote/KSS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/KSS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/KSS/overview,TRUE,0,,86.54,56.72,75.0,31.79,156.02,54.15,,,86.54,75.0,PASS,
NOK,NOKIA CORP,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,14.18,14.18,127727733.0,88832448097.0,12.85,https://api.nasdaq.com/api/quote/NOK/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/NOK/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/NOK/overview,TRUE,0,,75.11,72.68,95.0,41.58,145.78,24.81,,,75.11,75.0,PASS,
OKLO,Oklo Inc.,NYSE,Utilities,Electric Utilities: Central,65.09,65.09,11410682.0,11462526224.0,85.0,https://api.nasdaq.com/api/quote/OKLO/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/OKLO/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/OKLO/overview,TRUE,0,,88.92,115.41,14.0,19.15,146.45,75.29,,,88.92,75.0,PASS,
PATH,"UiPath, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,10.57,10.57,39347027.0,5688446329.0,13.0,https://api.nasdaq.com/api/quote/PATH/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PATH/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PATH/overview,TRUE,0,,96.42,53.99,96.0,84.99,108.06,30.46,,,96.42,75.0,PASS,
PL,Planet Labs PBC,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,42.48,42.48,9811856.0,15351709347.0,35.0,https://api.nasdaq.com/api/quote/PL/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PL/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PL/overview,TRUE,0,,133.52,83.34,97.0,93.23,138.26,68.25,,,133.52,75.0,PASS,
PUMP,ProPetro Holding Corp.,NYSE,Energy,Oilfield Services/Equipment,17.44,17.44,7855530.0,2078357743.0,20.0,https://api.nasdaq.com/api/quote/PUMP/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/PUMP/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/PUMP/overview,TRUE,0,,89.62,59.85,87.0,45.86,142.79,44.58,,,89.62,75.0,PASS,
QBTS,D-Wave Quantum Inc.,NYSE,Technology,EDP Services,25.74,25.74,141703219.0,10782085469.0,37.0,https://api.nasdaq.com/api/quote/QBTS/summary?assetclass=stocks,/home/hermes/market-funnel/nasdaq_summary_archive/20260523T034226Z/symbols/QBTS/nasdaq_summary.json,https://www.barchart.com/stocks/quotes/QBTS/overview,TRUE,0,,116.74,137.15,83.0,48.78,159.78,75.74,,,116.74,75.0,PASS,
